,University,Course ID,Course Title,Upper Div,Skills
529,SC,194F,Group Tutorial ,True,"['petition', 'sponsoring', 'submit', 'students', 'agency', 'to']"
530,SC,195,Senior Thesis Research,True,"['intended', 'for']"
531,SC,195F,Senior Thesis Research ,True,"['petition', 'sponsoring', 'submit', 'students', 'agency', 'to']"
532,SC,198,Individual Study or Research,True,"['intended', 'for']"
533,SC,198F,Individual Study or Research ,True,"['students', 'majoring', 'fourth', 'science', 'year', 'in', 'for']"
534,SC,199,Tutorial,True,"['students', 'majoring', 'fourth', 'science', 'year', 'in', 'for']"
535,SC,199F,Tutorial ,True,"['fbasic', 'assistants', 'teaching', 'responsibilities', 'grading', 'resource', 'class', 'handling', 'sessions', 'presentation']"
536,SB,CMPSC 5B,Introduction to Data Science 2,False,"['data', 'students', 'visualizations', 'classification', 'learning', 'science', 'visualization', 'clustering', 'analyzing', 'regression']"
537,SB,CMPSC 5A,Introduction to Data Science 1,False,"['programming', 'python', 'data', 'basic', 'subjects', 'code', 'students', 'language', 'table', 'science']"
538,SB,CMPSC 8/W8,Introduction to Computer Science,False,"['programming', 'program', 'basic', 'debugging', 'development', 'students', 'documentation', 'variables', 'algorithms', 'data']"
539,SB,CMPSC 9,Intermediate Python Programming,False,"['python', 'programming', 'software', 'methodologies', 'runtime', 'language', 'intermediate', 'science', 'oriented', 'testing']"
540,SB,CMPSC 16,Problem Solving with Computers I,False,"['programming', 'computers', 'basic', 'debugging', 'binary', 'constructs', 'solving', 'cpu', 'arithmetic', 'blocks']"
541,SB,CMPSC 24,Problem Solving with Computers II,False,"['programming', 'algorithms', 'computers', 'structures', 'stacks', 'lists', 'queues', 'blocks', 'intermediate', 'trees']"
542,SB,CMPSC 32,Object Oriented Design and Implementation,False,"['encapsulation', 'computing', 'compilation', 'libraries', 'debugging', 'inheritance', 'advanced', 'development', 'object', 'operating']"
543,SB,CMPSC 40,Foundations of Computer Science,False,"['theory', 'predicate', 'mathematical', 'propositional', 'recursion', 'counting', 'relations', 'theoretical', 'generating', 'science']"
544,SB,CMPSC 64,Computer Organization and Logic Design,False,"['programming', 'circuits', 'assembly', 'sequential', 'digital', 'combinational', 'flops', 'advanced', 'flip', 'logic']"
545,SB,CMPSC 99,Independent Studies in Computer Science,False,"['students', 'units', 'quarter', 'studies', 'limited', 'per', '199', 'total', '99', '30']"
546,SB,CMPSC 100,Introduction to Teaching Methods in Computer Science,True,"['pedagogical', 'pedagogy', 'lecture', 'students', 'undergraduates', 'undergraduate', 'learning', 'assistant', 'apprentice', 'development']"
547,SB,CMPSC 110,Introduction to Research in Computer Science,True,"['research', 'participants', 'technical', 'writing', 'teams', 'learning', 'problem', 'communication', 'proposal', 'papers']"
548,SB,CMPSC 111,Introduction to Computational Science,True,"['numerical', 'algorithms', 'numpy', 'computational', 'matrix', 'optimization', 'computation', 'python', 'eigenvalue', 'scipy']"
549,SB,CMPSC 130A,Data Structures and Algorithms I,True,"['traversal', 'heaps', 'structures', 'hash', 'trees', 'queues', 'data', 'search', 'graph', 'tables']"
550,SB,CMPSC 130B,Data Structures and Algorithms II,True,"['algorithms', 'recurrence', 'programming', 'problems', 'applications', 'relations', 'dynamic', 'greedy', 'completeness', 'analysis']"
551,SB,CMPSC 132,Algorithms Engineering,True,"['computational', 'prerequisites', 'computing', 'algorithms', 'complexity', 'implementing', 'program', 'ccs', 'analyzing', 'enrollment']"
552,SB,CMPSC 134,Randomized Algorithms,True,"['randomization', 'randomized', 'algorithms', 'probabilistic', 'algorithmic', 'prerequisites', 'advanced', 'ideas', 'efficient', 'simpler']"
553,SB,CMPSC 138,Automata and Formal Languages,True,"['automata', 'languages', 'computability', 'turing', 'grammars', 'formal', 'properties', 'machines', 'expressions', 'pushdown']"
554,SB,CMPSC 140,Parallel Computing,True,"['parallelization', 'mapreduce', 'parallel', 'algorithms', 'computing', 'clusters', 'cloud', 'speedup', 'gpus', 'algorithm']"
555,SB,CMPSC 148,Computer Science Project,True,"['projects', 'development', 'team', 'project', 'students', 'software', 'engineering', 'final', 'based', 'advanced']"
556,SB,CMPSC 153A,Hardware/Software Interface,True,"['interfaces', 'embedded', 'scheduling', 'computing', 'software', 'systems', 'interfacing', 'threads', 'tasks', 'rapid']"
557,SB,CMPSC 154,Computer Architecture,True,"['hardware', 'architecture', 'systems', 'processing', 'software', 'controllers', 'interrupt', 'devices', 'memory', 'peripheral']"
558,SB,CMPSC 156,Advanced Applications Programming,True,"['programming', 'software', 'application', 'advanced', 'virtual', 'code', 'development', 'students', 'language', 'library']"
559,SB,CMPSC 160,Translation of Programming Languages,True,"['compilers', 'compiler', 'parsers', 'syntax', 'structure', 'analysis', 'construction', 'lexical', 'code', 'environments']"
560,SB,CMPSC 162,Programming Languages,True,"['programming', 'languages', 'paradigms', 'modularization', 'scopes', 'development', 'infrastructures', 'encapsulation', 'reusability', 'systems']"
561,SB,CMPSC 165A,Artificial Intelligence,True,"['ai', 'computational', 'heuristic', 'agents', 'probabilistic', 'intelligence', 'systems', 'intelligent', 'knowledge', 'learning']"
562,SB,CMPSC 165B,Machine Learning,True,"['algorithms', 'learning', 'ml', 'machine', 'networks', 'neural', 'bayesian', 'concept', 'artificial', 'analytical']"
563,SB,CMPSC 170,Operating Systems,True,"['interprocess', 'systems', 'operating', 'synchronization', 'basic', 'communication', 'memory', 'file', 'notion', 'management']"
564,SB,CMPSC 171,Distributed Systems,True,"['distributed', 'systems', 'architecture', 'computers', 'programming', 'asynchrony', 'communication', 'network', 'consistency', 'problems']"
565,SB,CMPSC 172,Software Engineering,True,"['programming', 'engineering', 'software', 'projects', 'students', '130b', 'project', 'specification', 'medium', 'management']"
566,SB,CMPSC 174A,Fundamentals of Database Systems,True,"['database', 'sql', 'relational', 'enrolling', 'students', 'processing', 'architectures', 'data', 'join', 'query']"
567,SB,CMPSC 174B,Design and Implementation Techniques of Database Systems,True,"['processing', 'databases', 'concurrency', 'ecommended', 'checkpointing', 'enrolling', 'students', 'execution', 'queries', 'optimizer']"
568,SB,CMPSC 176A,Introduction to Computer Communication Networks,True,"['pstat', 'networking', 'basic', '120b', 'recommended', 'osi', 'codes', 'preparation', 'routing', 'networks']"
569,SB,CMPSC 176B,Network Computing,True,"['socket', 'networking', 'web', 'distributed', 'applications', 'class', 'internet', 'technologies', 'programming', 'used']"
570,SB,CMPSC 176C,Advanced Topics in Internet Computing,True,"['studied', 'detail', 'during', 'second', 'half', 'above', 'more', 'greater', 'of', 'in']"
571,SB,CMPSC 177,Computer Security,True,"['security', 'privacy', 'secure', 'certification', 'sharing', 'systems', 'basics', 'technical', 'examination', 'information']"
572,SB,CMPSC 178,Introduction to Cryptography,True,"['cryptography', 'cryptanalysis', 'encryption', 'enigma', 'security', 'signatures', 'theory', 'systems', 'shannon', 'basic']"
573,SB,CMPSC 180,Computer Graphics,True,"['opengl', 'graphics', '3d', 'surfaces', 'shading', 'texturing', 'libraries', 'curves', 'hardware', 'algorithms']"
574,SB,CMPSC 181,Introduction to Computer Vision,True,"['images', 'ece', 'recognition', 'vision', 'segmentation', 'cmpsc', 'image', 'detection', 'video', '181b']"
575,SB,CMPSC 184,Mobile Application Development,True,[]
576,SB,CMPSC 185,Human-Computer Interaction,True,"['programming', 'java', 'computers', 'interface', 'interaction', 'interfaces', 'students', 'architects', 'proficiency', 'teaches']"
577,SB,CMPSC 186,Internet of Things (IoT) Systems,True,"['iot', 'cloud', 'python', 'programming', 'computing', 'internet', 'sensors', 'devices', 'protocols', 'teach']"
578,SB,CMPSC 188,Introduction to Natural Language Processing,True,"['nlp', 'corpora', 'syntactic', 'tagging', 'language', 'ai', 'semantic', 'text', 'learning', 'prerequisites']"
579,SB,CMPSC 189A,Senior Computer Systems Project,True,"['groups', 'meetings', 'project', 'group', 'interaction', 'cooperate', 'multiple', 'among', 'independently', 'follow']"
580,SB,CMPSC 189B,Senior Computer Systems Project,True,"['groups', 'project', 'meetings', 'group', 'interaction', 'cooperate', 'multiple', 'independently', 'among', 'each']"
581,SB,CMPSC 190AAZZ,Special Topics in Computer Science,True,"['architectures', 'cmpsc', 'programming', 'computing', 'architecture', 'engineering', 'software', 'systems', 'networking', 'security']"
582,SB,CMPSC 192,Projects in Computer Science,True,"['gpa', 'undergraduate', 'students', 'projects', 'minimum', 'advanced', 'science', 'must', 'in', 'for']"
583,SB,CMPSC 193,Internship in Industry,True,"['students', 'proposal', 'projects', 'supervision', 'approval', 'units', 'special', 'maximum', 'research', 'repeated']"
584,SB,CMPSC 196,Undergraduate Research,True,"['electives', 'students', 'departmental', 'undergraduate', 'seminar', 'units', 'presentations', 'research', 'opportunities', 'participate']"
585,SB,CMPSC 199,Independent Studies in Computer Science,True,"['gpa', 'students', 'minimum', 'studies', 'three', 'quarters', 'advanced', 'consent', 'preceding', 'independent']"
